scene,error_radius_m,normalized_error,receiver_count,retention_mean_over_subsets,retention_sd_over_subsets,minimum_uav_separation_m
11,50.0,0.3333333333333333,2,0.8527767124607324,0.030994632321066227,95.56139436068753
11,50.0,0.3333333333333333,3,0.8555882445369427,0.023170758980802383,95.56139436068753
11,50.0,0.3333333333333333,4,0.8573029946239855,0.016758743291200376,95.56139436068753
11,50.0,0.3333333333333333,5,0.8583723362736113,0.010663696168687809,95.56139436068753
11,50.0,0.3333333333333333,6,0.8590561542487085,0.0,95.56139436068753
11,150.0,1.0,1,0.2793810305695516,0.0638061965257334,95.56139436068753
11,150.0,1.0,2,0.2874417623305774,0.04748220201804119,95.56139436068753
11,150.0,1.0,3,0.29233661832512914,0.035597114893699405,95.56139436068753
11,150.0,1.0,4,0.2952627226099727,0.025607241241512826,95.56139436068753
11,150.0,1.0,5,0.2970681350247744,0.016148558852837273,95.56139436068753
11,150.0,1.0,6,0.2982149548944304,0.0,95.56139436068753
11,250.0,1.6666666666666667,1,0.08086769752351268,0.037779073384444445,95.56139436068753
11,250.0,1.6666666666666667,2,0.08476969934264988,0.029520234226482107,95.56139436068753
11,250.0,1.6666666666666667,3,0.0872293941714911,0.023106145213870485,95.56139436068753
11,250.0,1.6666666666666667,4,0.08873216236283388,0.017272111412138677,95.56139436068753
11,250.0,1.6666666666666667,5,0.08967707042869096,0.011284616236112429,95.56139436068753
11,250.0,1.6666666666666667,6,0.09028900243581546,0.0,95.56139436068753
11,400.0,2.6666666666666665,1,0.02595322761654094,0.014794813887061355,95.56139436068753
11,400.0,2.6666666666666665,2,0.027627230917029108,0.011746785004443146,95.56139436068753
11,400.0,2.6666666666666665,3,0.028655280608693972,0.00925799909359934,95.56139436068753
11,400.0,2.6666666666666665,4,0.029277108084846352,0.006939967785217035,95.56139436068753
11,400.0,2.6666666666666665,5,0.029666287147876114,0.004538297409054966,95.56139436068753
11,400.0,2.6666666666666665,6,0.02991789017384146,0.0,95.56139436068753
