trial,arm,belief_term,t_h1,thr_h1,det_h1,t_h0,thr_h0,det_h0
7,tp_uic_stage1,0,7.679821133173943,20.66856907571369,0.0,15.410957225271433,20.66856907571369,0.0
7,tp_uic_full,0,8.172549386634014,20.66856907571369,0.0,14.922495097534036,20.66856907571369,0.0
7,perfect_channel,1,7.7426708211143875,20.66856907571369,0.0,15.59788499608933,20.66856907571369,0.0
7,tp_uic_stage1,1,7.8213533592704545,20.66856907571369,0.0,14.993911505514568,20.66856907571369,0.0
7,tp_uic_full,1,8.269146074762393,20.66856907571369,0.0,14.472717684000653,20.66856907571369,0.0
8,perfect_channel,0,23.887012088774878,20.66856907571369,1.0,14.203511748965916,20.66856907571369,0.0
8,tp_uic_stage1,0,26.35140912436612,20.66856907571369,1.0,15.745174211151102,20.66856907571369,0.0
8,tp_uic_full,0,23.37812102150489,20.66856907571369,1.0,14.927433896731152,20.66856907571369,0.0
8,perfect_channel,1,23.21899406354865,20.66856907571369,1.0,13.568455659586185,20.66856907571369,0.0
8,tp_uic_stage1,1,25.31609125726606,20.66856907571369,1.0,15.142400404773552,20.66856907571369,0.0
8,tp_uic_full,1,22.822844233265766,20.66856907571369,1.0,14.147938951922857,20.66856907571369,0.0
9,perfect_channel,0,33.33014322055181,20.66856907571369,1.0,31.287264225786124,20.66856907571369,1.0
9,tp_uic_stage1,0,13.853439495115692,20.66856907571369,0.0,17.336259932721354,20.66856907571369,0.0
9,tp_uic_full,0,35.496499409809005,20.66856907571369,1.0,22.264006906558933,20.66856907571369,1.0
9,perfect_channel,1,19.459646280204698,20.66856907571369,0.0,14.135008187794446,20.66856907571369,0.0
9,tp_uic_stage1,1,10.707386988896806,20.66856907571369,0.0,15.129247111432388,20.66856907571369,0.0
9,tp_uic_full,1,24.544527155845945,20.66856907571369,1.0,15.070635443014199,20.66856907571369,0.0
10,perfect_channel,0,15.77323749814736,20.66856907571369,0.0,11.552762076677489,20.66856907571369,0.0
10,tp_uic_stage1,0,14.357268081249527,20.66856907571369,0.0,10.942191048561313,20.66856907571369,0.0
10,tp_uic_full,0,14.05735200894149,20.66856907571369,0.0,10.247619605234107,20.66856907571369,0.0
10,perfect_channel,1,11.652888768506855,20.66856907571369,0.0,8.764778735996131,20.66856907571369,0.0
10,tp_uic_stage1,1,12.14228761588126,20.66856907571369,0.0,10.423665268729142,20.66856907571369,0.0
10,tp_uic_full,1,10.714651172576094,20.66856907571369,0.0,9.669496583782639,20.66856907571369,0.0
11,perfect_channel,0,12.310601056683602,20.66856907571369,0.0,17.510236559279097,20.66856907571369,0.0
11,tp_uic_stage1,0,13.884862510727077,20.66856907571369,0.0,17.353002834408986,20.66856907571369,0.0
11,tp_uic_full,0,10.355223375589034,20.66856907571369,0.0,15.778921024140208,20.66856907571369,0.0
11,perfect_channel,1,12.014361030930079,20.66856907571369,0.0,17.155728990134502,20.66856907571369,0.0
11,tp_uic_stage1,1,14.043184660351606,20.66856907571369,0.0,15.312733702711242,20.66856907571369,0.0
11,tp_uic_full,1,11.212119322562284,20.66856907571369,0.0,15.47194560479144,20.66856907571369,0.0
12,perfect_channel,0,17.40130183909446,20.66856907571369,0.0,15.703618023551531,20.66856907571369,0.0
12,tp_uic_stage1,0,17.265651651444315,20.66856907571369,0.0,17.929848629003214,20.66856907571369,0.0
12,tp_uic_full,0,13.687350797193318,20.66856907571369,0.0,19.68067385790081,20.66856907571369,0.0
12,perfect_channel,1,10.341669860821902,20.66856907571369,0.0,11.647425136903614,20.66856907571369,0.0
12,tp_uic_stage1,1,12.23814213206784,20.66856907571369,0.0,14.500874896994421,20.66856907571369,0.0
12,tp_uic_full,1,11.03628720756033,20.66856907571369,0.0,14.843182878283805,20.66856907571369,0.0
13,perfect_channel,0,12.982456089525192,20.66856907571369,0.0,19.310877030065406,20.66856907571369,0.0
