trial,budget,method,pd,pfa,pfa_active,active_targets,reports,observations,selected,detected_per_target
21,0,sense_sinr_budgeted,0.6,0.03333333333333333,0.05555555555555555,6,0,12,"{""0"": [[10, 11], [3, 11]], ""1"": [], ""2"": [], ""3"": [], ""4"": [[6, 3], [11, 3], [7, 3]], ""5"": [[5, 2]], ""6"": [[10, 8], [9, 8]], ""7"": [], ""8"": [[1, 14]], ""9"": [[5, 2], [13, 2], [4, 2]]}","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]"
21,0,balanced_sinr,1.0,0.04,0.04,10,0,12,"{""0"": [[10, 11]], ""1"": [[1, 14]], ""2"": [[2, 14]], ""3"": [[3, 6]], ""4"": [[6, 3], [11, 3]], ""5"": [[5, 2]], ""6"": [[10, 8], [9, 8]], ""7"": [[3, 11]], ""8"": [[1, 14]], ""9"": [[5, 2]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
22,0,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0.04666666666666667,10,0,12,"{""0"": [[2, 6]], ""1"": [[1, 14]], ""2"": [[5, 2]], ""3"": [[0, 10]], ""4"": [[0, 4]], ""5"": [[7, 13]], ""6"": [[14, 13], [6, 13], [2, 13]], ""7"": [[0, 2]], ""8"": [[6, 2]], ""9"": [[0, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
22,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [], ""1"": [[7, 14], [13, 14], [1, 14]], ""2"": [], ""3"": [[3, 10], [0, 10], [2, 10], [12, 10], [11, 10], [4, 10]], ""4"": [[1, 4]], ""5"": [], ""6"": [], ""7"": [], ""8"": [], ""9"": [[11, 3], [0, 3]]}","[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
22,0,balanced_sinr,0.9,0.05,0.05,10,0,12,"{""0"": [[5, 6]], ""1"": [[7, 14], [13, 14]], ""2"": [[5, 2]], ""3"": [[3, 10], [0, 10]], ""4"": [[1, 4]], ""5"": [[14, 13]], ""6"": [[6, 13]], ""7"": [[13, 2]], ""8"": [[6, 2]], ""9"": [[11, 3]]}","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
23,0,proposed_c2f_adaptive_pd,0.9,0.04,0.04,10,0,11,"{""0"": [[0, 14]], ""1"": [[1, 0]], ""2"": [[0, 2]], ""3"": [[5, 0]], ""4"": [[0, 8]], ""5"": [[0, 11]], ""6"": [[8, 4]], ""7"": [[0, 9]], ""8"": [[4, 9]], ""9"": [[5, 0], [8, 0]]}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
23,0,sense_sinr_budgeted,0.5,0.03,0.06,5,0,12,"{""0"": [], ""1"": [[5, 0], [8, 0], [9, 0]], ""2"": [[13, 2], [11, 2]], ""3"": [], ""4"": [[9, 8]], ""5"": [[13, 11], [3, 11], [6, 11]], ""6"": [], ""7"": [[8, 9], [0, 9], [5, 9]], ""8"": [], ""9"": []}","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]"
23,0,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,0,12,"{""0"": [[1, 14]], ""1"": [[5, 0], [8, 0]], ""2"": [[13, 2]], ""3"": [[8, 0]], ""4"": [[9, 8]], ""5"": [[13, 11]], ""6"": [[8, 4]], ""7"": [[8, 9], [0, 9]], ""8"": [[7, 9]], ""9"": [[8, 0]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
24,0,proposed_c2f_adaptive_pd,1.0,0.05,0.05,10,0,12,"{""0"": [[7, 12], [2, 12]], ""1"": [[0, 6]], ""2"": [[4, 6], [3, 6]], ""3"": [[0, 10]], ""4"": [[4, 2]], ""5"": [[2, 12]], ""6"": [[0, 12]], ""7"": [[0, 1]], ""8"": [[1, 6]], ""9"": [[10, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
24,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [], ""1"": [[4, 6], [2, 6], [1, 6], [3, 6], [9, 6], [5, 6]], ""2"": [], ""3"": [[12, 10]], ""4"": [], ""5"": [], ""6"": [[7, 12], [13, 12], [10, 12], [9, 12]], ""7"": [[2, 1]], ""8"": [], ""9"": []}","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
24,0,balanced_sinr,0.9,0.04666666666666667,0.04666666666666667,10,0,12,"{""0"": [[7, 12]], ""1"": [[4, 6], [2, 6]], ""2"": [[3, 6]], ""3"": [[12, 10]], ""4"": [[6, 2]], ""5"": [[2, 12]], ""6"": [[7, 12], [13, 12]], ""7"": [[2, 1]], ""8"": [[2, 6]], ""9"": [[10, 12]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
25,0,proposed_c2f_adaptive_pd,1.0,0.05333333333333334,0.05333333333333334,10,0,10,"{""0"": [[5, 11]], ""1"": [[3, 5]], ""2"": [[1, 0]], ""3"": [[0, 8]], ""4"": [[1, 0]], ""5"": [[0, 8]], ""6"": [[0, 11]], ""7"": [[0, 1]], ""8"": [[2, 9]], ""9"": [[0, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
25,0,sense_sinr_budgeted,0.6,0.04,0.06666666666666667,6,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[1, 8], [0, 8]], ""4"": [[1, 0], [8, 0]], ""5"": [[1, 8], [0, 8]], ""6"": [[5, 11]], ""7"": [], ""8"": [[13, 9], [3, 9]], ""9"": [[12, 5], [9, 5], [6, 5]]}","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]"
25,0,balanced_sinr,1.0,0.04666666666666667,0.04666666666666667,10,0,12,"{""0"": [[5, 11]], ""1"": [[12, 5]], ""2"": [[8, 0]], ""3"": [[1, 8]], ""4"": [[1, 0]], ""5"": [[1, 8]], ""6"": [[5, 11]], ""7"": [[8, 1]], ""8"": [[13, 9], [3, 9]], ""9"": [[12, 5], [9, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
26,0,proposed_c2f_adaptive_pd,0.9,0.056666666666666664,0.056666666666666664,10,0,12,"{""0"": [[7, 4]], ""1"": [[7, 1]], ""2"": [[4, 2]], ""3"": [[2, 6]], ""4"": [[1, 9], [12, 9], [7, 9]], ""5"": [[0, 7]], ""6"": [[1, 9]], ""7"": [[8, 4]], ""8"": [[0, 13]], ""9"": [[13, 2]]}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
26,0,sense_sinr_budgeted,0.4,0.006666666666666667,0.016666666666666666,4,0,12,"{""0"": [], ""1"": [], ""2"": [[14, 2], [8, 2], [4, 2], [6, 2]], ""3"": [[2, 6]], ""4"": [], ""5"": [[8, 7], [14, 7], [12, 7], [2, 7]], ""6"": [], ""7"": [], ""8"": [[10, 13], [5, 13], [3, 13]], ""9"": []}","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]"
26,0,balanced_sinr,0.7,0.06333333333333334,0.06333333333333334,10,0,12,"{""0"": [[7, 4]], ""1"": [[7, 1]], ""2"": [[14, 2], [8, 2]], ""3"": [[2, 6]], ""4"": [[1, 9]], ""5"": [[8, 7], [14, 7]], ""6"": [[12, 9]], ""7"": [[8, 4]], ""8"": [[10, 13]], ""9"": [[13, 2]]}","[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]"
27,0,proposed_c2f_adaptive_pd,0.9,0.03,0.03333333333333333,10,0,12,"{""0"": [[0, 13]], ""1"": [[14, 12]], ""2"": [[2, 12]], ""3"": [[0, 8]], ""4"": [[0, 3]], ""5"": [[14, 12], [4, 12]], ""6"": [[0, 2]], ""7"": [[3, 7]], ""8"": [[4, 12], [14, 12]], ""9"": [[1, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
27,0,sense_sinr_budgeted,0.3,0.01,0.03333333333333333,4,0,12,"{""0"": [[11, 13], [0, 13], [3, 13], [2, 13]], ""1"": [], ""2"": [], ""3"": [[4, 8], [12, 8], [10, 8], [2, 8], [9, 8], [14, 8]], ""4"": [[11, 3]], ""5"": [], ""6"": [[3, 2]], ""7"": [], ""8"": [], ""9"": []}","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
27,0,balanced_sinr,0.9,0.03,0.03333333333333333,10,0,12,"{""0"": [[11, 13], [0, 13]], ""1"": [[14, 12]], ""2"": [[4, 12]], ""3"": [[4, 8], [12, 8]], ""4"": [[11, 3]], ""5"": [[4, 12]], ""6"": [[3, 2]], ""7"": [[3, 7]], ""8"": [[4, 12]], ""9"": [[1, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
28,0,proposed_c2f_adaptive_pd,1.0,0.03666666666666667,0.03666666666666667,10,0,10,"{""0"": [[2, 12]], ""1"": [[1, 3]], ""2"": [[1, 11]], ""3"": [[1, 3]], ""4"": [[3, 13]], ""5"": [[0, 9]], ""6"": [[5, 1]], ""7"": [[1, 11]], ""8"": [[3, 7]], ""9"": [[1, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
28,0,sense_sinr_budgeted,0.7,0.02,0.02857142857142857,7,0,12,"{""0"": [[14, 12]], ""1"": [], ""2"": [[2, 11]], ""3"": [[13, 3], [2, 3]], ""4"": [], ""5"": [[8, 9]], ""6"": [], ""7"": [[14, 11], [12, 11], [5, 11]], ""8"": [[6, 7]], ""9"": [[14, 12], [2, 12], [11, 12]]}","[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]"
28,0,balanced_sinr,1.0,0.02666666666666667,0.02666666666666667,10,0,12,"{""0"": [[14, 12]], ""1"": [[6, 3]], ""2"": [[2, 11]], ""3"": [[13, 3]], ""4"": [[3, 13]], ""5"": [[8, 9]], ""6"": [[5, 1]], ""7"": [[14, 11], [12, 11]], ""8"": [[6, 7]], ""9"": [[14, 12], [2, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
29,0,proposed_c2f_adaptive_pd,0.8,0.06,0.06,10,0,12,"{""0"": [[1, 12]], ""1"": [[0, 14]], ""2"": [[6, 13], [0, 13], [7, 13]], ""3"": [[0, 5]], ""4"": [[0, 7]], ""5"": [[0, 9]], ""6"": [[6, 13]], ""7"": [[0, 13]], ""8"": [[0, 2]], ""9"": [[4, 11]]}","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
29,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [[1, 12], [5, 12]], ""1"": [[3, 14], [8, 14]], ""2"": [], ""3"": [[8, 5], [12, 5], [3, 5], [14, 5], [9, 5], [1, 5]], ""4"": [], ""5"": [], ""6"": [], ""7"": [[7, 13], [0, 13]], ""8"": [], ""9"": []}","[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
29,0,balanced_sinr,0.8,0.05333333333333334,0.05333333333333334,10,0,12,"{""0"": [[1, 12]], ""1"": [[3, 14], [8, 14]], ""2"": [[0, 13]], ""3"": [[8, 5], [12, 5]], ""4"": [[2, 7]], ""5"": [[3, 9]], ""6"": [[6, 13]], ""7"": [[7, 13]], ""8"": [[3, 2]], ""9"": [[13, 11]]}","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
30,0,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0.04666666666666667,10,0,10,"{""0"": [[4, 2]], ""1"": [[4, 2]], ""2"": [[0, 10]], ""3"": [[8, 13]], ""4"": [[0, 5]], ""5"": [[6, 4]], ""6"": [[2, 6]], ""7"": [[14, 3]], ""8"": [[3, 2]], ""9"": [[2, 13]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,0,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,0,12,"{""0"": [], ""1"": [], ""2"": [[11, 10], [7, 10], [14, 10], [5, 10]], ""3"": [], ""4"": [[11, 5], [14, 5], [10, 5]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[4, 2], [14, 2]], ""9"": [[4, 13], [8, 13], [2, 13]]}","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]"
30,0,balanced_sinr,1.0,0.05,0.05,10,0,12,"{""0"": [[8, 2]], ""1"": [[4, 2]], ""2"": [[11, 10], [7, 10]], ""3"": [[8, 13]], ""4"": [[11, 5], [14, 5]], ""5"": [[6, 4]], ""6"": [[4, 6]], ""7"": [[14, 3]], ""8"": [[4, 2]], ""9"": [[4, 13]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,0,proposed_c2f_adaptive_pd,1.0,0.04,0.04,10,0,11,"{""0"": [[1, 10]], ""1"": [[1, 12]], ""2"": [[0, 5]], ""3"": [[3, 4], [11, 4]], ""4"": [[7, 11]], ""5"": [[1, 0]], ""6"": [[10, 8]], ""7"": [[1, 13]], ""8"": [[0, 4]], ""9"": [[11, 4]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,0,sense_sinr_budgeted,0.5,0.02666666666666667,0.05333333333333334,5,0,12,"{""0"": [], ""1"": [[13, 12], [2, 12], [1, 12], [3, 12]], ""2"": [[14, 5], [6, 5], [4, 5]], ""3"": [], ""4"": [], ""5"": [[11, 0], [1, 0], [7, 0]], ""6"": [], ""7"": [[2, 13]], ""8"": [[5, 4]], ""9"": []}","[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]"
31,0,balanced_sinr,1.0,0.05,0.05,10,0,12,"{""0"": [[8, 10]], ""1"": [[13, 12], [2, 12]], ""2"": [[14, 5]], ""3"": [[3, 4]], ""4"": [[7, 11]], ""5"": [[11, 0], [1, 0]], ""6"": [[14, 8]], ""7"": [[2, 13]], ""8"": [[5, 4]], ""9"": [[11, 4]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
32,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[1, 14]], ""1"": [[2, 1]], ""2"": [[1, 12]], ""3"": [[2, 0]], ""4"": [[2, 1], [14, 1]], ""5"": [[11, 7], [6, 7]], ""6"": [[2, 4]], ""7"": [[0, 10]], ""8"": [[0, 13]], ""9"": [[6, 7]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
32,0,sense_sinr_budgeted,0.6,0.02666666666666667,0.044444444444444446,6,0,12,"{""0"": [], ""1"": [[14, 1]], ""2"": [[2, 12]], ""3"": [[6, 0], [13, 0], [10, 0], [7, 0]], ""4"": [], ""5"": [], ""6"": [[3, 4]], ""7"": [[8, 10], [13, 10], [0, 10]], ""8"": [[8, 13], [0, 13]], ""9"": []}","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]"
32,0,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,0,12,"{""0"": [[1, 14]], ""1"": [[14, 1]], ""2"": [[2, 12]], ""3"": [[6, 0], [13, 0]], ""4"": [[2, 1]], ""5"": [[11, 7]], ""6"": [[3, 4]], ""7"": [[8, 10], [13, 10]], ""8"": [[8, 13]], ""9"": [[11, 7]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
33,0,proposed_c2f_adaptive_pd,0.8,0.03333333333333333,0.03333333333333333,10,0,12,"{""0"": [[14, 10]], ""1"": [[1, 13]], ""2"": [[10, 13]], ""3"": [[13, 1], [10, 1], [11, 1]], ""4"": [[0, 6]], ""5"": [[1, 13]], ""6"": [[2, 8]], ""7"": [[4, 1]], ""8"": [[0, 11]], ""9"": [[0, 10]]}","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]"
33,0,sense_sinr_budgeted,0.4,0.02666666666666667,0.06666666666666667,4,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [], ""4"": [[7, 6]], ""5"": [], ""6"": [[9, 8], [6, 8], [12, 8], [2, 8]], ""7"": [[13, 1]], ""8"": [[13, 11], [14, 11], [7, 11], [3, 11], [2, 11], [6, 11]], ""9"": []}","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]"
33,0,balanced_sinr,0.9,0.04,0.04,10,0,12,"{""0"": [[13, 10]], ""1"": [[1, 13]], ""2"": [[11, 13]], ""3"": [[13, 1]], ""4"": [[7, 6]], ""5"": [[1, 13]], ""6"": [[9, 8], [6, 8]], ""7"": [[13, 1]], ""8"": [[13, 11], [14, 11]], ""9"": [[14, 10]]}","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
34,0,proposed_c2f_adaptive_pd,0.9,0.056666666666666664,0.056666666666666664,10,0,10,"{""0"": [[0, 11]], ""1"": [[1, 0]], ""2"": [[0, 2]], ""3"": [[1, 0]], ""4"": [[1, 12]], ""5"": [[0, 5]], ""6"": [[0, 11]], ""7"": [[0, 12]], ""8"": [[0, 13]], ""9"": [[0, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
34,0,sense_sinr_budgeted,0.4,0.01,0.025,4,0,12,"{""0"": [], ""1"": [[13, 0], [1, 0], [7, 0], [12, 0], [11, 0]], ""2"": [[4, 2], [13, 2]], ""3"": [], ""4"": [], ""5"": [], ""6"": [[2, 11], [4, 11], [0, 11]], ""7"": [], ""8"": [], ""9"": [[9, 10], [8, 10]]}","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
34,0,balanced_sinr,1.0,0.04,0.04,10,0,12,"{""0"": [[10, 11]], ""1"": [[13, 0], [1, 0]], ""2"": [[4, 2]], ""3"": [[1, 0]], ""4"": [[7, 12]], ""5"": [[1, 5]], ""6"": [[2, 11], [4, 11]], ""7"": [[13, 12]], ""8"": [[4, 13]], ""9"": [[9, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
35,0,proposed_c2f_adaptive_pd,0.9,0.056666666666666664,0.056666666666666664,10,0,12,"{""0"": [[3, 2]], ""1"": [[12, 0]], ""2"": [[1, 11]], ""3"": [[1, 9]], ""4"": [[2, 0]], ""5"": [[12, 7], [3, 7], [6, 7]], ""6"": [[7, 12]], ""7"": [[0, 14]], ""8"": [[0, 6]], ""9"": [[1, 2]]}","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
35,0,sense_sinr_budgeted,0.4,0.006666666666666667,0.016666666666666666,4,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[1, 9], [10, 9], [3, 9], [5, 9], [6, 9]], ""4"": [[4, 0], [14, 0], [12, 0]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[3, 6], [13, 6], [1, 6]], ""9"": [[13, 2]]}","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1]"
35,0,balanced_sinr,0.9,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[10, 2]], ""1"": [[12, 0]], ""2"": [[2, 11]], ""3"": [[1, 9], [10, 9]], ""4"": [[4, 0], [14, 0]], ""5"": [[12, 7]], ""6"": [[7, 12]], ""7"": [[4, 14]], ""8"": [[3, 6]], ""9"": [[13, 2]]}","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
36,0,proposed_c2f_adaptive_pd,1.0,0.04,0.04,10,0,10,"{""0"": [[11, 2]], ""1"": [[1, 14]], ""2"": [[4, 0]], ""3"": [[0, 4]], ""4"": [[5, 2]], ""5"": [[0, 2]], ""6"": [[0, 2]], ""7"": [[1, 10]], ""8"": [[0, 5]], ""9"": [[2, 0]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
36,0,sense_sinr_budgeted,0.3,0.01,0.03333333333333333,4,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[0, 4], [13, 4]], ""4"": [], ""5"": [[5, 2], [13, 2], [0, 2], [6, 2], [11, 2], [4, 2]], ""6"": [], ""7"": [[14, 10], [11, 10]], ""8"": [[2, 5], [6, 5]], ""9"": []}","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
36,0,balanced_sinr,0.9,0.02666666666666667,0.02962962962962963,10,0,12,"{""0"": [[11, 2]], ""1"": [[11, 14]], ""2"": [[4, 0]], ""3"": [[0, 4]], ""4"": [[13, 2]], ""5"": [[5, 2], [13, 2]], ""6"": [[13, 2]], ""7"": [[14, 10]], ""8"": [[2, 5], [6, 5]], ""9"": [[13, 0]]}","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
37,0,proposed_c2f_adaptive_pd,0.8,0.03333333333333333,0.03333333333333333,10,0,12,"{""0"": [[0, 3]], ""1"": [[0, 8]], ""2"": [[2, 4]], ""3"": [[0, 9]], ""4"": [[4, 14]], ""5"": [[0, 14]], ""6"": [[2, 11]], ""7"": [[14, 4], [5, 4], [1, 4]], ""8"": [[1, 0]], ""9"": [[1, 9]]}","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]"
37,0,sense_sinr_budgeted,0.3,0.02,0.06666666666666667,3,0,12,"{""0"": [], ""1"": [[0, 8], [3, 8], [13, 8]], ""2"": [], ""3"": [[11, 9], [7, 9], [12, 9], [2, 9], [10, 9], [1, 9]], ""4"": [], ""5"": [], ""6"": [], ""7"": [], ""8"": [[3, 0], [8, 0], [13, 0]], ""9"": []}","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]"
37,0,balanced_sinr,0.8,0.03666666666666667,0.03666666666666667,10,0,12,"{""0"": [[14, 3]], ""1"": [[0, 8]], ""2"": [[2, 4]], ""3"": [[11, 9], [7, 9]], ""4"": [[4, 14]], ""5"": [[0, 14]], ""6"": [[2, 11]], ""7"": [[14, 4]], ""8"": [[3, 0], [8, 0]], ""9"": [[1, 9]]}","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]"
38,0,proposed_c2f_adaptive_pd,1.0,0.04,0.04,10,0,10,"{""0"": [[0, 10]], ""1"": [[3, 0]], ""2"": [[0, 7]], ""3"": [[1, 9]], ""4"": [[0, 7]], ""5"": [[0, 1]], ""6"": [[2, 4]], ""7"": [[0, 7]], ""8"": [[1, 0]], ""9"": [[4, 2]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
38,0,sense_sinr_budgeted,0.6,0.03666666666666667,0.06111111111111111,6,0,12,"{""0"": [[7, 10]], ""1"": [[8, 0]], ""2"": [], ""3"": [[12, 9], [13, 9]], ""4"": [[10, 7]], ""5"": [[5, 1], [14, 1], [13, 1], [7, 1], [10, 1], [0, 1]], ""6"": [], ""7"": [], ""8"": [[7, 0]], ""9"": []}","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]"
38,0,balanced_sinr,1.0,0.06333333333333334,0.06333333333333334,10,0,12,"{""0"": [[7, 10]], ""1"": [[8, 0]], ""2"": [[10, 7]], ""3"": [[12, 9], [13, 9]], ""4"": [[10, 7]], ""5"": [[5, 1], [14, 1]], ""6"": [[2, 4]], ""7"": [[0, 7]], ""8"": [[7, 0]], ""9"": [[11, 2]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[6, 4]], ""1"": [[0, 8]], ""2"": [[9, 3], [14, 3]], ""3"": [[0, 10]], ""4"": [[1, 9]], ""5"": [[1, 4]], ""6"": [[1, 0]], ""7"": [[3, 7]], ""8"": [[4, 7], [1, 7]], ""9"": [[1, 7]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,0,sense_sinr_budgeted,0.3,0.006666666666666667,0.022222222222222223,3,0,12,"{""0"": [], ""1"": [[9, 8], [14, 8]], ""2"": [], ""3"": [[9, 10], [14, 10], [8, 10], [6, 10], [3, 10], [13, 10]], ""4"": [], ""5"": [], ""6"": [[8, 0], [9, 0], [2, 0], [14, 0]], ""7"": [], ""8"": [], ""9"": []}","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
39,0,balanced_sinr,1.0,0.02666666666666667,0.02666666666666667,10,0,12,"{""0"": [[6, 4]], ""1"": [[9, 8], [14, 8]], ""2"": [[9, 3]], ""3"": [[9, 10], [14, 10]], ""4"": [[3, 9]], ""5"": [[13, 4]], ""6"": [[8, 0]], ""7"": [[4, 7]], ""8"": [[4, 7]], ""9"": [[1, 7]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,0,proposed_c2f_adaptive_pd,1.0,0.03,0.03,10,0,12,"{""0"": [[1, 9]], ""1"": [[0, 2]], ""2"": [[0, 8]], ""3"": [[0, 10]], ""4"": [[1, 5]], ""5"": [[0, 1]], ""6"": [[3, 12], [10, 12], [6, 12]], ""7"": [[0, 13]], ""8"": [[1, 3]], ""9"": [[3, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,0,sense_sinr_budgeted,0.4,0.013333333333333334,0.03333333333333333,4,0,12,"{""0"": [], ""1"": [[14, 2], [11, 2], [7, 2], [4, 2]], ""2"": [[6, 8]], ""3"": [], ""4"": [], ""5"": [[13, 1], [5, 1], [3, 1], [6, 1], [9, 1], [11, 1]], ""6"": [], ""7"": [[1, 13]], ""8"": [], ""9"": []}","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]"
40,0,balanced_sinr,1.0,0.03,0.03,10,0,12,"{""0"": [[11, 9]], ""1"": [[14, 2], [11, 2]], ""2"": [[6, 8]], ""3"": [[0, 10]], ""4"": [[1, 5]], ""5"": [[13, 1], [5, 1]], ""6"": [[3, 12]], ""7"": [[1, 13]], ""8"": [[6, 3]], ""9"": [[6, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
41,0,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0.04666666666666667,10,0,10,"{""0"": [[2, 4]], ""1"": [[4, 1]], ""2"": [[0, 3]], ""3"": [[1, 4]], ""4"": [[2, 0]], ""5"": [[8, 12]], ""6"": [[2, 14]], ""7"": [[5, 2]], ""8"": [[0, 14]], ""9"": [[0, 6]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
41,0,sense_sinr_budgeted,0.4,0.02666666666666667,0.06666666666666667,4,0,12,"{""0"": [], ""1"": [], ""2"": [[7, 3], [14, 3], [10, 3], [0, 3]], ""3"": [[9, 4], [14, 4], [8, 4]], ""4"": [[3, 0], [7, 0]], ""5"": [], ""6"": [], ""7"": [], ""8"": [], ""9"": [[2, 6], [11, 6], [10, 6]]}","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]"
41,0,balanced_sinr,1.0,0.056666666666666664,0.056666666666666664,10,0,12,"{""0"": [[9, 4]], ""1"": [[8, 1]], ""2"": [[7, 3]], ""3"": [[9, 4]], ""4"": [[3, 0], [7, 0]], ""5"": [[13, 12]], ""6"": [[13, 14]], ""7"": [[9, 2]], ""8"": [[7, 14]], ""9"": [[2, 6], [11, 6]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
42,0,proposed_c2f_adaptive_pd,1.0,0.06333333333333334,0.06333333333333334,10,0,11,"{""0"": [[10, 8]], ""1"": [[10, 1], [2, 1]], ""2"": [[5, 12]], ""3"": [[0, 14]], ""4"": [[0, 2]], ""5"": [[1, 10]], ""6"": [[1, 13]], ""7"": [[1, 10]], ""8"": [[0, 5]], ""9"": [[1, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
42,0,sense_sinr_budgeted,0.5,0.04,0.08,5,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[0, 14]], ""4"": [[4, 2], [3, 2]], ""5"": [], ""6"": [], ""7"": [[13, 10]], ""8"": [[9, 5], [12, 5], [6, 5], [11, 5], [8, 5], [2, 5]], ""9"": [[13, 10], [1, 10]]}","[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
