condition,trial,method,pd,pfa,reports,observations,active_targets,capture,bits,delay_ms,selector_seconds,objective_gain,extra_pd_evaluations,accepted_moves
rcs1_k0,27,robust,0.7,0.04,0,60,10,1.0,0.0,0.0,4.348108200007118,0.0,0,0
rcs1_k0,28,v1,0.5,0.03,0,55,10,1.0,0.0,0.0,3.970866800053045,0.0,0,0
rcs1_k0,28,joint,0.5,0.03,0,55,10,1.0,0.0,0.0,4.088190600043163,0.0,314,0
rcs1_k0,28,balanced,0.5,0.03666666666666667,0,60,10,1.0,0.0,0.0,0.4894432000583038,0.0,0,0
rcs1_k0,28,robust,0.5,0.03,0,60,10,1.0,0.0,0.0,4.73462510004174,0.0,0,0
rcs1_k0,29,v1,0.6,0.02,0,50,10,1.0,0.0,0.0,3.185425999923609,0.0,0,0
rcs1_k0,29,joint,0.6,0.023333333333333334,0,46,10,1.0,0.0,0.0,3.3025752999819815,0.27687753687452776,318,2
rcs1_k0,29,balanced,0.6,0.02,0,60,10,1.0,0.0,0.0,0.4739776999922469,0.0,0,0
rcs1_k0,29,robust,0.6,0.02,0,59,10,1.0,0.0,0.0,4.0496345000574365,0.0,0,0
rcs1_k0,30,v1,0.3,0.056666666666666664,0,45,10,1.0,0.0,0.0,2.894037300022319,0.0,0,0
rcs1_k0,30,joint,0.3,0.056666666666666664,0,45,10,1.0,0.0,0.0,2.9953512999927625,0.0,304,0
rcs1_k0,30,balanced,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,0.48784399998839945,0.0,0,0
rcs1_k0,30,robust,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,4.072218700079247,0.0,0,0
rcs1_k0,31,v1,0.5,0.03666666666666667,0,41,10,1.0,0.0,0.0,2.4397447999799624,0.0,0,0
rcs1_k0,31,joint,0.6,0.04,0,37,10,1.0,0.0,0.0,2.568029599962756,0.367599549989281,334,2
rcs1_k0,31,balanced,0.6,0.03,0,60,10,1.0,0.0,0.0,0.4826559000648558,0.0,0,0
rcs1_k0,31,robust,0.6,0.03666666666666667,0,50,10,1.0,0.0,0.0,3.56941320002079,0.0,0,0
rcs1_k0,32,v1,0.2,0.04666666666666667,0,47,10,1.0,0.0,0.0,2.886533400043845,0.0,0,0
rcs1_k0,32,joint,0.2,0.04666666666666667,0,47,10,1.0,0.0,0.0,2.9964777000714093,0.0,333,0
rcs1_k0,32,balanced,0.3,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.4392698999727145,0.0,0,0
rcs1_k0,32,robust,0.3,0.05333333333333334,0,60,10,1.0,0.0,0.0,3.9165688999928534,0.0,0,0
rcs1_k0,33,v1,0.5,0.043333333333333335,0,46,10,1.0,0.0,0.0,3.5068496000021696,0.0,0,0
rcs1_k0,33,joint,0.5,0.043333333333333335,0,46,10,1.0,0.0,0.0,3.6161097998265177,0.0,320,0
rcs1_k0,33,balanced,0.5,0.04,0,60,10,1.0,0.0,0.0,0.48276919999625534,0.0,0,0
rcs1_k0,33,robust,0.5,0.043333333333333335,0,57,10,1.0,0.0,0.0,4.462428100057878,0.0,0,0
rcs1_k0,34,v1,0.3,0.03666666666666667,0,56,10,1.0,0.0,0.0,4.464739799965173,0.0,0,0
rcs1_k0,34,joint,0.3,0.03666666666666667,0,56,10,1.0,0.0,0.0,4.614739799988456,0.0,341,0
rcs1_k0,34,balanced,0.3,0.04,0,60,10,1.0,0.0,0.0,0.6284087999956682,0.0,0,0
rcs1_k0,34,robust,0.3,0.04,0,60,10,1.0,0.0,0.0,4.741157899959944,0.0,0,0
rcs1_k0,35,v1,0.2,0.043333333333333335,0,60,10,1.0,0.0,0.0,3.698187500005588,0.0,0,0
rcs1_k0,35,joint,0.2,0.05,0,52,10,1.0,0.0,0.0,3.8304171999916434,0.07625754780920602,326,4
rcs1_k0,35,balanced,0.1,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.3280420999508351,0.0,0,0
